airport_id,airport_code,city_name,state_name,country
3040588e-11d4-4e47-96fb-6d4a12a00bc2,PIT,"Pittsburgh, PA",Pennsylvania,USA
52027d50-147f-41fc-b083-c3f108e802ae,GCC,"Gillette, WY",Wyoming,USA
45c6bfa9-5d8c-4806-9c63-1eda2d7412a6,JMS,"Jamestown, ND",North Dakota,USA
198e898a-fa14-406c-92e4-ca650487219a,ORF,"Norfolk, VA",Virginia,USA
53ff2863-03c4-4d28-a7d0-26ab133b47ba,EWN,"New Bern/Morehead/Beaufort, NC",North Carolina,USA
edd5303c-9ad0-459a-81e9-e6ea5c4c17e9,TYS,"Knoxville, TN",Tennessee,USA
f8e98ea1-c784-4601-a392-a4f06403fbf5,LBB,"Lubbock, TX",Texas,USA
782c1ed5-875f-445f-9234-65e042e707ca,OAJ,"Jacksonville/Camp Lejeune, NC",North Carolina,USA
5444f87f-0809-4c01-b390-803c6d0659bb,CNY,"Moab, UT",Utah,USA
8cc06c28-0f78-4a04-a00f-ee5c4887bdea,SCE,"State College, PA",Pennsylvania,USA
acee0772-9511-4375-a460-6e155b9cfb9b,CMI,"Champaign/Urbana, IL",Illinois,USA
